,instance_id,input.text,predicted_text_0,stats.quasi_exact_match_0,num_words_0,predicted_text_1,stats.quasi_exact_match_1,num_words_1,predicted_text_2,stats.quasi_exact_match_2,num_words_2,predicted_text_3,stats.quasi_exact_match_3,num_words_3,predicted_text_4,stats.quasi_exact_match_4,num_words_4,predicted_text_5,stats.quasi_exact_match_5,num_words_5,predicted_text_6,stats.quasi_exact_match_6,num_words_6,predicted_text_7,stats.quasi_exact_match_7,num_words_7,predicted_text_8,stats.quasi_exact_match_8,num_words_8,predicted_text_9,stats.quasi_exact_match_9,num_words_9,predicted_text_10,stats.quasi_exact_match_10,num_words_10,predicted_text_11,stats.quasi_exact_match_11,num_words_11,predicted_text_12,stats.quasi_exact_match_12,num_words_12,predicted_text_13,stats.quasi_exact_match_13,num_words_13,predicted_text_14,stats.quasi_exact_match_14,num_words_14,predicted_text_15,stats.quasi_exact_match_15,num_words_15,predicted_text_16,stats.quasi_exact_match_16,num_words_16,predicted_text_17,stats.quasi_exact_match_17,num_words_17,predicted_text_18,stats.quasi_exact_match_18,num_words_18,predicted_text_19,stats.quasi_exact_match_19,num_words_19,predicted_text_20,stats.quasi_exact_match_20,num_words_20,predicted_text_21,stats.quasi_exact_match_21,num_words_21,predicted_text_22,stats.quasi_exact_match_22,num_words_22,predicted_text_23,stats.quasi_exact_match_23,num_words_23,predicted_text_24,stats.quasi_exact_match_24,num_words_24,predicted_text_25,stats.quasi_exact_match_25,num_words_25,predicted_text_26,stats.quasi_exact_match_26,num_words_26,predicted_text_27,stats.quasi_exact_match_27,num_words_27,predicted_text_28,stats.quasi_exact_match_28,num_words_28,predicted_text_29,stats.quasi_exact_match_29,num_words_29,std,agreement_level
696,id11959,"An 81-year-old man is brought to the clinic by his son to be evaluated for memory issues. The patient’s son says he has difficulty remembering recent events and names. He says the patient’s symptoms have progressively worsened over the last several years but became acutely worse just recently. Also, yesterday, the patient complained that he could not see out of his right eye, but today he can. When asked about these concerns, the patient seems to have no insight into the problem and reports feeling well. His medical history is significant for diabetes mellitus type 2 and hypertension. He had a left basal ganglia hemorrhage 12 years ago and a right middle cerebral artery infarction 4 years ago. Current medications are amlodipine, aspirin, clopidogrel, metformin, sitagliptin, and valsartan. He lives with his son and can feed himself and change his clothes. There is no history of urinary or fecal incontinence. His vitals include: blood pressure 137/82 mm Hg, pulse 78/min, respiratory rate 16/min, temperature 37.0°C (98.6°F). On physical examination, the patient is alert and oriented. He is unable to perform simple arithmetic calculations and the mini-mental status exam is inconclusive. He can write his name and comprehend written instructions. Muscle strength is 4/5 on the right side. The tone is also slightly reduced on the right side with exaggerated reflexes. His gait is hemiparetic. Which of the following is the most likely diagnosis in this patient?",D,1.0,237, D,1.0,237,D,1.0,237, C,0.0,237,D,1.0,237,D,1.0,237, D,1.0,237, A,0.0,237,D,1.0,237, D,1.0,237,D,1.0,237, D,1.0,237, D,1.0,237, D,1.0,237,D,1.0,237,D,1.0,237, D,1.0,237,D,1.0,237, D,1.0,237, D,1.0,237,D,1.0,237,D,1.0,237,D,1.0,237,D,1.0,237, B,0.0,237, A,0.0,237, A,0.0,237, D,1.0,237, D,1.0,237,D,1.0,237,0.3790490217894516,High
175,id10639,"As a public health practitioner, you are charged with choosing which blood test to use for the screening of a new infectious disease. You want to ensure that as many cases of this disease as possible are picked up by this initial screening test. Which of the following is the highest priority characteristic of this new test?",A,1.0,58, A,1.0,58,A,1.0,58, C,0.0,58,D,0.0,58,A,1.0,58, A,1.0,58, A,1.0,58,A,1.0,58, A,1.0,58,A,1.0,58, B,0.0,58, A,1.0,58, A,1.0,58,A,1.0,58,A,1.0,58, A,1.0,58,A,1.0,58, A,1.0,58, A,1.0,58,A,1.0,58,A,1.0,58,A,1.0,58,A,1.0,58, B,0.0,58, A,1.0,58, B,0.0,58, A,1.0,58, A,1.0,58,A,1.0,58,0.3790490217894516,High
66,id10335,"A 27-year-old man presents to the emergency department with a chief concern of abdominal pain and diarrhea. The patient states that for the past 4 days he has experienced abdominal pain, diarrhea, weakness and a subjective fever. He also endorses a weight loss of 11 pounds during this time. The patient has a past medical history of celiac disease, constipation, and depression. His current medications include fish oil, a multivitamin, sodium docusate, and fluoxetine. His temperature is 98.5°F (36.9°C), blood pressure is 110/75 mmHg, pulse is 90/min, respirations are 13/min, and oxygen saturation is 98% on room air. Physical exam is notable for a young man in mild distress. Cardiac and pulmonary exams are within normal limits. Abdominal exam is notable for generalized tenderness and increased bowel sounds. Oral exam is notable for multiple shallow painful ulcers. Laboratory values are ordered as seen below:

Hemoglobin: 12 g/dL
Hematocrit: 36%
Leukocyte count: 8,000 cells/mm^3 with normal differential
Platelet count: 227,500/mm^3

Serum:
Na+: 141 mEq/L
Cl-: 101 mEq/L
K+: 4.5 mEq/L
HCO3-: 24 mEq/L
BUN: 17 mg/dL
Glucose: 82 mg/dL
Creatinine: 1.0 mg/dL
Ca2+: 10.1 mg/dL
AST: 12 U/L
ALT: 11 U/L

A stool guaiac test is performed which returns positive. The patient is started on IV fluids and morphine. Which of the following best describes the most likely diagnosis?",D,0.0,219, B,1.0,219,D,0.0,219, C,0.0,219,D,0.0,219,D,0.0,219, D,0.0,219, B,1.0,219,D,0.0,219, D,0.0,219,D,0.0,219, D,0.0,219, D,0.0,219, D,0.0,219,D,0.0,219,B,1.0,219, D,0.0,219,D,0.0,219, D,0.0,219, D,0.0,219,D,0.0,219,D,0.0,219,B,1.0,219,D,0.0,219, C,0.0,219, B,1.0,219, A,0.0,219, D,0.0,219, D,0.0,219,D,0.0,219,0.3790490217894516,High
134,id10529,"A 26-year-old woman comes to the physician because of progressively worsening episodic pelvic pain for 2 years. The pain starts a few days before her menstrual period and lasts about 10 days. She has tried taking ibuprofen, but her symptoms do not improve. Menses have occurred at regular 29-day intervals since menarche at the age of 11 years and last for 5–7 days. The first day of her last menstrual period was 2 weeks ago. She is sexually active with her boyfriend and has noticed that intercourse is often painful; they use condoms inconsistently. Vital signs are within normal limits. Pelvic examination shows a normal vagina and cervix. Bimanual examination shows a normal-sized uterus and no palpable adnexal masses. Urine pregnancy test is negative. Which of the following is the most appropriate next step in management?",D,1.0,137, D,1.0,137,D,1.0,137, B,0.0,137,B,0.0,137,D,1.0,137, D,1.0,137, D,1.0,137,D,1.0,137, D,1.0,137,D,1.0,137, D,1.0,137, D,1.0,137, D,1.0,137,D,1.0,137,D,1.0,137, D,1.0,137,D,1.0,137, D,1.0,137, A,0.0,137,D,1.0,137,D,1.0,137,D,1.0,137,D,1.0,137, A,0.0,137, D,1.0,137, D,1.0,137, B,0.0,137, D,1.0,137,D,1.0,137,0.3790490217894516,High
78,id10373,"A 19-year-old man presents with a 10-day history of progressive lower back pain and leg weakness, followed by severe lower abdominal pain for the past 12-hours. He describes the back pain as moderate in intensity which radiates to both legs. The weakness has progressively increased, and he cannot ambulate without support. He is also complaining of fever but never checks it. He is a captain of the college basketball team and the back pain and lower limb weakness is preventing him from participating in practices or games. Past medical history is significant for schizophrenia and a suicide attempt. His vital signs include: blood pressure 128/84 mm Hg, temperature 38.8°C (101.8°F). A mass is palpable in the lower abdomen. Strength is 5 out of 5 in the upper limbs bilaterally and 3 out of 5 in the lower limbs bilaterally. Deep tendon reflexes are 2+ in the upper limbs while they are reduced in the lower limbs. Sensitivity to pinprick is absent from below the umbilicus. 1270 mL of urine is collected after placing a Foley catheter. Which of the following is the next best step in the management of this patient?",D,0.0,192, C,1.0,192,C,1.0,192, C,1.0,192,D,0.0,192,C,1.0,192, D,0.0,192, C,1.0,192,C,1.0,192, C,1.0,192,C,1.0,192, B,0.0,192, C,1.0,192, C,1.0,192,C,1.0,192,C,1.0,192, C,1.0,192,C,1.0,192, C,1.0,192, C,1.0,192,C,1.0,192,C,1.0,192,C,1.0,192,C,1.0,192, C,1.0,192, B,0.0,192, C,1.0,192, C,1.0,192, C,1.0,192,C,1.0,192,0.3790490217894516,High
262,id10852,"A 48-year-old woman is brought to the emergency department immediately following a motor vehicle accident in an unconscious state. She is managed as per emergency treatment protocols with the airway, breathing, and circulation being appropriately managed by mechanical ventilation, intravenous fluids, and other supportive drugs. A complete diagnostic evaluation suggests a diagnosis of traumatic brain injury and rules out the presence of fractures and other visceral injuries. About 36 hours after the accident, pulse oximetry shows deteriorating oxygen saturation. Chest auscultation reveals widespread rales over bilateral lung fields. Her arterial blood gas analysis shows a PaO2 of 100 mm Hg at FiO2 of 60%. Her bedside echocardiogram is normal and suggests a pulmonary capillary wedge pressure of 11 mm Hg. Which of the following signs is most likely to be present in her chest radiogram?",C,1.0,136, C,1.0,136,C,1.0,136, B,0.0,136,C,1.0,136,C,1.0,136, B,0.0,136, C,1.0,136,C,1.0,136, C,1.0,136,C,1.0,136, A,0.0,136, C,1.0,136, C,1.0,136,C,1.0,136,C,1.0,136, C,1.0,136,C,1.0,136, C,1.0,136, A,0.0,136,C,1.0,136,C,1.0,136,C,1.0,136,C,1.0,136, C,1.0,136, C,1.0,136, C,1.0,136, C,1.0,136, C,1.0,136,A,0.0,136,0.3790490217894516,High
291,id10924,"A 31-year-old woman and her 32-year-old husband come to the physician because they have not been able to conceive since they married 1.5 years ago. They are sexually active and have not used any form of contraception during this period. She was diagnosed with cervicitis due to Chlamydia trachomatis infection 4 years ago, which was treated with oral azithromycin. The wife reports that she has regular menses and is otherwise healthy. Her last menstrual bleeding was 2 weeks ago. Neither partner shows abnormalities on physical examination. Which of the following is the most appropriate next step in management?",B,0.0,99, D,1.0,99,D,1.0,99, B,0.0,99,D,1.0,99,D,1.0,99, D,1.0,99, D,1.0,99,D,1.0,99, D,1.0,99,D,1.0,99, B,0.0,99, D,1.0,99, D,1.0,99,D,1.0,99,D,1.0,99, D,1.0,99,D,1.0,99, D,1.0,99, D,1.0,99,D,1.0,99,D,1.0,99,D,1.0,99,D,1.0,99, C,0.0,99, A,0.0,99, D,1.0,99, D,1.0,99, D,1.0,99,D,1.0,99,0.3790490217894516,High
347,id11084,"A 55-year-old man comes to the physician because of a 4-month history of nocturia. He wakes up twice each night to urinate. He has no history of serious illness. He takes no medication. His younger brother was diagnosed with testicular cancer at the age of 35 years. Rectal examination shows a smooth, symmetrical prostate without nodules. The physician offers to discuss the advantages and limitations of the prostate specific antigen (PSA) test in diagnosing prostate cancer. He mentions that a a serum PSA of 4 ng/mL is generally used as a cutoff value. At this cutoff, the test has a sensitivity of 21% for detecting any prostate cancer and 51% for detecting high-risk prostate cancer, with a specificity of 91%. In patients without urinary retention, hematuria, back pain, or incontinence, the positive predictive value for PSA > 4 ng/mL is estimated at 30% and the negative predictive value for PSA ≤ 4 ng/mL at 85%. Based on this information, what is the probability that this patient does not have prostate cancer if his PSA is 4.3 ng/mL?",A,0.0,178, A,0.0,178,B,0.0,178, C,1.0,178,D,0.0,178,C,1.0,178, A,0.0,178, B,0.0,178,B,0.0,178, A,0.0,178,A,0.0,178, B,0.0,178, A,0.0,178, C,1.0,178,B,0.0,178,A,0.0,178, B,0.0,178,A,0.0,178, C,1.0,178, D,0.0,178,C,1.0,178,B,0.0,178,The,0.0,178,A,0.0,178, D,0.0,178, B,0.0,178, D,0.0,178, A,0.0,178, A,0.0,178,A,0.0,178,0.3790490217894516,High
69,id10347,"A 57-year-old Caucasian male presents to your office with heart palpitations and shortness of breath. On exam, he is tachycardic and his rhythm is irregularly irregular. He fails standard pharmacologic therapy and you refer to cardiology, where he is started on an antiarrhythmic medication. The action of this agent results in a longer action potential duration, an increased effective refractory period, and a longer QT interval. Which drug has been prescribed?",D,1.0,72, D,1.0,72,D,1.0,72, C,0.0,72,D,1.0,72,D,1.0,72, D,1.0,72, B,0.0,72,D,1.0,72, D,1.0,72,D,1.0,72, D,1.0,72, D,1.0,72, D,1.0,72,D,1.0,72,D,1.0,72, D,1.0,72,D,1.0,72, D,1.0,72, D,1.0,72,D,1.0,72,D,1.0,72,D,1.0,72,D,1.0,72, C,0.0,72, C,0.0,72, B,0.0,72, D,1.0,72, D,1.0,72,D,1.0,72,0.3790490217894516,High
519,id11519,"A 65-year-old man with a history of hypertension, obesity, and alcoholic cirrhosis is seen in clinic for follow-up. He feels well and currently drinks 5 glasses of wine each night. Medications include atenolol and lisinopril. On physical exam, temperature is 98.1 deg F (36.7 deg C), blood pressure is 151/82 mmHg, pulse is 71/min, and respirations are 14/min. He has spider angiomata on his chest; no asterixis, jaundice, ascites, or peripheral edema is noted. Screening ultrasound reveals a new liver nodule, and follow up CT demonstrates a 2 cm right hepatic lobe lesion with enhancement in the arterial phase. No hypodense attenuation is seen on the venous or delayed phase. What is the next step in management?",D,0.0,118, D,0.0,118,A,1.0,118, C,0.0,118,D,0.0,118,B,0.0,118, D,0.0,118, A,1.0,118,C,0.0,118, B,0.0,118,D,0.0,118, B,0.0,118, D,0.0,118, D,0.0,118,A,1.0,118,C,0.0,118, D,0.0,118,D,0.0,118, D,0.0,118, D,0.0,118,D,0.0,118,D,0.0,118,A,1.0,118,D,0.0,118, B,0.0,118, A,1.0,118, D,0.0,118, D,0.0,118, B,0.0,118,D,0.0,118,0.3790490217894516,High
652,id11859,A 44-year-old woman with hypothyroidism comes to the physician because of a 1-month history of tingling in her feet and poor balance. Her only medication is levothyroxine. Physical examination shows conjunctival pallor and an ataxic gait. Proprioception and sense of vibration are decreased in her toes bilaterally. Laboratory studies show macrocytic anemia and normal thyroid hormone levels. Histological evaluation of tissue samples obtained by esophagogastroduodenoscopy reveals atrophic changes of the gastric body and fundus with normal antral mucosa. Which of the following structures is most likely being targeted by antibodies in this patient?,C,1.0,94, C,1.0,94,C,1.0,94, B,0.0,94,C,1.0,94,C,1.0,94, C,1.0,94, A,0.0,94,C,1.0,94, C,1.0,94,C,1.0,94, B,0.0,94, C,1.0,94, C,1.0,94,C,1.0,94,C,1.0,94, C,1.0,94,C,1.0,94, C,1.0,94, C,1.0,94,C,1.0,94,C,1.0,94,C,1.0,94,C,1.0,94, C,1.0,94, D,0.0,94, C,1.0,94, C,1.0,94, C,1.0,94,A,0.0,94,0.3790490217894516,High
518,id11508,"A 2-year-old boy is brought to the physician for evaluation of pallor and increasing lethargy for 2 days. One week ago, he experienced abdominal pain, vomiting, and bloody diarrhea that have since subsided. The patient's father states that they returned early from a 6-week roadtrip in Mexico because of these symptoms. His parents have been giving him oral rehydration solution. His immunizations are up-to-date. He appears pale. His temperature is 38.4°C (101.1°F), pulse is 130/min, respirations are 35/min, and blood pressure is 95/50 mm Hg. Examination shows scleral icterus. The abdomen is soft and nontender; there is no rebound or guarding. Bowel sounds are hyperactive. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 8.5 g/dL
Mean corpuscular volume 94 μm3
Leukocyte count 18,000/mm3
Platelet count 45,000/mm3
Prothrombin time 12 sec
Partial thromboplastin time 34 sec
Serum
Urea nitrogen 28 mg/dL
Creatinine 1.6 mg/dL
Bilirubin
Total 2.5 mg/dL
Direct 0.1 mg/dL
Lactate dehydrogenase 1658 U/L
A blood smear shows schistocytes. Which of the following is the most likely diagnosis?""",C,1.0,173, B,0.0,173,C,1.0,173, B,0.0,173,C,1.0,173,C,1.0,173, C,1.0,173, C,1.0,173,C,1.0,173, C,1.0,173,C,1.0,173, B,0.0,173, C,1.0,173, C,1.0,173,C,1.0,173,C,1.0,173, C,1.0,173,C,1.0,173, C,1.0,173, C,1.0,173,C,1.0,173,C,1.0,173,C,1.0,173,C,1.0,173, B,0.0,173, C,1.0,173, B,0.0,173, C,1.0,173, C,1.0,173,C,1.0,173,0.3790490217894516,High
663,id11891,"A 40-year-old female presents to your office complaining of a tender neck and general lethargy. Upon further questioning, she reports decreased appetite, fatigue, constipation, and jaw pain. Her pulse is 60 bpm and her blood pressure is 130/110 mm Hg. Biopsy of her thyroid reveals granulomatous inflammation and multinucleate giant cells surrounding fragmented colloid. Which of the following likely precipitated the patient’s condition:",C,1.0,64, C,1.0,64,C,1.0,64, C,1.0,64,C,1.0,64,C,1.0,64, C,1.0,64, A,0.0,64,C,1.0,64, C,1.0,64,C,1.0,64, D,0.0,64, C,1.0,64, C,1.0,64,C,1.0,64,C,1.0,64, C,1.0,64,C,1.0,64, C,1.0,64, C,1.0,64,C,1.0,64,C,1.0,64,C,1.0,64,A,0.0,64, B,0.0,64, D,0.0,64, C,1.0,64, C,1.0,64, C,1.0,64,C,1.0,64,0.3790490217894516,High
247,id10824,"A 31-year-old gravida 2 para 2 woman presents to her primary care physician for follow up. Two weeks ago, she gave birth via vaginal delivery to a 9.5 lb (4.3 kg) male infant. The delivery was complicated by a vaginal laceration that required extensive suturing once the infant was delivered. Immediately after delivery of the placenta she experienced intense shaking and chills that resolved within 1 hour. She has felt well since the delivery but admits to 6 days of malodorous smelling vaginal discharge that is tan in color. She has a history of vaginal candidiasis and is worried that it may be recurring. Her temperature is 98.8°F (37.1°C), blood pressure is 122/73 mmHg, pulse is 88/min, respirations are 16/min, and BMI is 33 kg/m^2. Speculum exam reveals a 1.5 cm dark red, velvety lesion on the posterior vaginal wall with a tan discharge. The pH of the discharge is 6.4. Which of the following is the most likely diagnosis?",A,0.0,161, A,0.0,161,B,1.0,161, C,0.0,161,A,0.0,161,A,0.0,161, A,0.0,161, A,0.0,161,A,0.0,161, B,1.0,161,A,0.0,161, D,0.0,161, C,0.0,161, A,0.0,161,A,0.0,161,B,1.0,161, A,0.0,161,C,0.0,161, A,0.0,161, A,0.0,161,A,0.0,161,A,0.0,161,A,0.0,161,A,0.0,161, D,0.0,161, B,1.0,161, A,0.0,161, C,0.0,161, B,1.0,161,A,0.0,161,0.3790490217894516,High
836,id12329,"A 15-year-old girl comes to the physician because she has not had menstrual bleeding for the past 3 months. Menses had previously occurred at irregular 15–45 day intervals with moderate to heavy flow. Menarche was at the age of 14 years. She started having sexual intercourse with her boyfriend about 3 months ago. Six months ago she had a manic episode, which was treated with risperidone. Her mother has PCOS and her father has diabetes mellitus. She is very conscious of her weight and appearance. She is 171 cm (5 ft 6 in) tall and weighs 79 kg (174 lb); BMI is 27.02 kg/m2. Her temperature is 37°C (98.6°F), pulse is 60/min, and blood pressure is 116/70 mm Hg. The abdomen is soft and nontender. Pelvic examination shows a normal vagina and cervix. Serum hormone studies show:
Prolactin 16 ng/mL
Thyroid-stimulating hormone 3.8 μU/mL
Follicle-stimulating hormone 6 mIU/mL
Luteinizing hormone 5.1 mIU/mL
Progesterone 0.8 ng/mL (follicular N <3; luteal N >3–5)
Testosterone 2.2 nmol/L (N <3.5)
A urine pregnancy test is negative. Which of the following is the most likely cause of her symptoms?""",D,1.0,185, D,1.0,185,D,1.0,185, B,0.0,185,D,1.0,185,C,0.0,185, D,1.0,185, D,1.0,185,D,1.0,185, D,1.0,185,D,1.0,185, B,0.0,185, D,1.0,185, D,1.0,185,D,1.0,185,D,1.0,185, D,1.0,185,D,1.0,185, D,1.0,185, D,1.0,185,C,0.0,185,D,1.0,185,D,1.0,185,D,1.0,185, A,0.0,185, D,1.0,185, D,1.0,185, D,1.0,185, D,1.0,185,D,1.0,185,0.3790490217894516,High
126,id10492,"A 70-year-old woman visits her physician complaining of dry mouth and dry eyes. She states that she has recently been having difficulty wearing her dentures on account of her dry mouth. She also says that her tongue sticks to the roof of her mouth, making it difficult to speak and swallow food. Her eyes have also been burning, and she has had to use over the counter eye drops much more often. These symptoms have persisted for several months. On physical exam, mild bilateral enlargement of the parotid glands was noted, and an intraoral examination revealed a red, dry, and smooth mucosal surface on the dorsum of the tongue and buccal mucosa. The patient has a history of hypertension, for which she takes lisinopril. Which of the following is the best 1st step in this patient’s management?",C,1.0,138, C,1.0,138,C,1.0,138, C,1.0,138,C,1.0,138,C,1.0,138, C,1.0,138, C,1.0,138,A,0.0,138, C,1.0,138,C,1.0,138, A,0.0,138, C,1.0,138, C,1.0,138,C,1.0,138,C,1.0,138, C,1.0,138,C,1.0,138, C,1.0,138, C,1.0,138,C,1.0,138,C,1.0,138,C,1.0,138,C,1.0,138, B,0.0,138, A,0.0,138, C,1.0,138, C,1.0,138, C,1.0,138,A,0.0,138,0.3790490217894516,High
626,id11799,"A 16-year-old patient presents to the physician’s office with an absence of menstruations. Her last period was 6 months ago. Since almost a year and a half ago, she intentionally restricted her diet at the expense of carbohydrates, exercised intensively, and lost 18.0 kg (39.7 lb). She had her menarche at the age of 12 and menstruated normally until last year. She is not sexually active. On physical examination, the vital signs include blood pressure 100/60 mm Hg, heart rate 55/min, respiratory rate 12/min, and temperature 35.9°C (96.6°F). Her weight is 55.0 kg (121.3 lb), and her height is 166 cm (5 ft 5 in). Physical examination reveals the good development of muscles and decreased adiposity. A bone scan shows decreased calcium mineral deposits. Which statement about this patient’s condition is correct?",B,1.0,133, B,1.0,133,B,1.0,133, A,0.0,133,D,0.0,133,B,1.0,133, B,1.0,133, B,1.0,133,B,1.0,133, B,1.0,133,B,1.0,133, B,1.0,133, B,1.0,133, B,1.0,133,B,1.0,133,B,1.0,133, B,1.0,133,B,1.0,133, B,1.0,133, A,0.0,133,B,1.0,133,B,1.0,133,B,1.0,133,B,1.0,133, B,1.0,133, B,1.0,133, D,0.0,133, B,1.0,133, B,1.0,133,A,0.0,133,0.3790490217894516,High
177,id10652,A 48-year-old man presents to the clinic feeling depressed after a string of failed business projects. His team noticed that he seems less engaged than he once used to be and this is reflecting in his work. He has no previous psychiatric history and symptoms of depressed mood have been ongoing for the past 6 months. A patient health questionnaire 9 (PHQ-9) was administered and the patient scored 10. The patient is started on venlafaxine. The alteration in the normal functioning of which of the following is the mechanism of action for this therapy?,A,1.0,95, A,1.0,95,A,1.0,95, B,0.0,95,A,1.0,95,A,1.0,95, A,1.0,95, C,0.0,95,A,1.0,95, A,1.0,95,A,1.0,95, B,0.0,95, A,1.0,95, A,1.0,95,A,1.0,95,A,1.0,95, A,1.0,95,A,1.0,95, A,1.0,95, A,1.0,95,A,1.0,95,A,1.0,95,A,1.0,95,A,1.0,95, C,0.0,95, A,1.0,95, C,0.0,95, A,1.0,95, A,1.0,95,A,1.0,95,0.3790490217894516,High
962,id12638,"After a T cell progenitor leaves the bone marrow, most of its development takes place in the thymus. It passes through several stages during its maturation. Positive selection is an important process during maturation of T lymphocytes, and it ensures the preservation of self-major histocompatibility complex (MHC)-restricted T cells. During which of the following developmental stages does a T cell undergo this process?",B,1.0,64, B,1.0,64,B,1.0,64, B,1.0,64,D,0.0,64,B,1.0,64, D,0.0,64, B,1.0,64,B,1.0,64, B,1.0,64,B,1.0,64, B,1.0,64, B,1.0,64, B,1.0,64,B,1.0,64,B,1.0,64, D,0.0,64,B,1.0,64, B,1.0,64, B,1.0,64,B,1.0,64,B,1.0,64,B,1.0,64,B,1.0,64, C,0.0,64, B,1.0,64, C,0.0,64, B,1.0,64, B,1.0,64,B,1.0,64,0.3790490217894516,High
213,id10735,"A 30-year-old woman comes to the emergency department because of a 1-day history of sharp chest pain radiating to the left shoulder. The pain worsens when she coughs, breathes deeply, or lies down. She has had a mild fever and a cough for the past 2 days. She takes ibuprofen for hip and knee pain, which started 4 months ago. Examination shows a symmetric, erythematous rash on her nose and cheeks, and erythematous patches with scaling and plugged follicles over her hands. Cardiovascular evaluation of this patient is most likely to show which of the following findings?",D,0.0,98, C,1.0,98,A,0.0,98, C,1.0,98,D,0.0,98,B,0.0,98, A,0.0,98, B,0.0,98,A,0.0,98, B,0.0,98,B,0.0,98, B,0.0,98, B,0.0,98, D,0.0,98,A,0.0,98,C,1.0,98, D,0.0,98,D,0.0,98, C,1.0,98, D,0.0,98,B,0.0,98,B,0.0,98,C,1.0,98,B,0.0,98, B,0.0,98, A,0.0,98, B,0.0,98, D,0.0,98, B,0.0,98,D,0.0,98,0.3790490217894516,High
416,id11237,"A 36-year-old woman presents to her primary care physician for her yearly physical exam. She says that she has been experiencing some mild shortness of breath, but otherwise has no medical complaints. Her past medical history is significant for allergies and asthma as a child, but she is not currently taking any medications or supplements. She does not smoke and drinks about 2 glasses of wine per week as a social activity. On physical exam she is asked to take deep breaths during cardiac auscultation. The physician notices that the splitting of S2 decreases during inspiration. Which of the following is most consistent with this physical exam finding?",B,0.0,109, B,0.0,109,B,0.0,109, C,1.0,109,D,0.0,109,D,0.0,109, C,1.0,109, B,0.0,109,A,0.0,109, B,0.0,109,B,0.0,109, B,0.0,109, B,0.0,109, D,0.0,109,D,0.0,109,D,0.0,109, B,0.0,109,B,0.0,109, B,0.0,109, A,0.0,109,D,0.0,109,B,0.0,109,C,1.0,109,D,0.0,109, C,1.0,109, C,1.0,109, A,0.0,109, D,0.0,109, B,0.0,109,A,0.0,109,0.3790490217894516,High
957,id12631,"A 21-year-old woman comes to the physician for evaluation of excess hair growth on her face. Menses occur irregularly at 45 to 65-day intervals. She is 159 cm (5 ft 3 in) tall and weighs 59 kg (130 lb); BMI is 23 kg/m2. Physical examination shows facial acne and growth of coarse dark hair on the face, chest, and lower back. Pelvic examination shows no abnormalities. Serum studies show:
Sodium 141 mEq/L
Potassium 4.2 mEq/L
Glucose 109 mg/dL
Cortisol (1600 h) 4 μg/dL
Prolactin 14 ng/mL
17-hydroxyprogesterone 390 ng/dL (N=20–300 ng/dL)
Testosterone 91 ng/dL (N=8–60 ng/dL)
A urine pregnancy test is negative. This patient's condition is most likely associated with which of the following?""",A,0.0,115, A,0.0,115,D,1.0,115, C,0.0,115,D,1.0,115,C,0.0,115, A,0.0,115, B,0.0,115,A,0.0,115, A,0.0,115,C,0.0,115, C,0.0,115, A,0.0,115, A,0.0,115,C,0.0,115,A,0.0,115, B,0.0,115,D,1.0,115, A,0.0,115, B,0.0,115,C,0.0,115,D,1.0,115,A,0.0,115,A,0.0,115, D,1.0,115, C,0.0,115, B,0.0,115, A,0.0,115, A,0.0,115,A,0.0,115,0.3790490217894516,High
493,id11439,"An 18-month-old boy is brought to the emergency department 25 minutes after an episode of loss of consciousness. The child began crying after his 4-year-old brother snatched a toy from him. The brief shrill cry was followed by a period of expiration; he then turned blue, became unconscious, and briefly lost his muscle tone, before he stiffened and had jerky movements of his arms and legs for 15 seconds. After this episode, he immediately regained consciousness. He had a similar episode 2 weeks ago when his father refused to give him a juice box. He has been healthy and has met all his developmental milestones. Vital signs are within normal limits. He is alert and active. Cardiopulmonary examination shows no abnormalities. Neurologic examination shows no focal findings. Which of the following is the most appropriate next step in management?",C,1.0,140, C,1.0,140,C,1.0,140, C,1.0,140,B,0.0,140,C,1.0,140, C,1.0,140, D,0.0,140,C,1.0,140, C,1.0,140,C,1.0,140, C,1.0,140, C,1.0,140, C,1.0,140,C,1.0,140,C,1.0,140, C,1.0,140,C,1.0,140, C,1.0,140, C,1.0,140,C,1.0,140,C,1.0,140,C,1.0,140,C,1.0,140, C,1.0,140, A,0.0,140, B,0.0,140, C,1.0,140, C,1.0,140,A,0.0,140,0.3790490217894516,High
465,id11361,"A 17-year-old girl comes to the primary care clinic with her father complaining of right knee pain. She reports that the pain started about a month ago, and since then it has gotten progressively worse. The knee pain is not constant but becomes most noticeable when going up or down the stairs. She also endorses that her knee becomes uncomfortable towards the end of class. Her father is worried because the pain is affecting her ability to play basketball, and she has college scouts coming to watch her play. The patient has no chronic medical conditions. She had a tonsillectomy as a child. She takes a multivitamin and uses ibuprofen as needed for the pain. On physical examination, there is tenderness at the inferior pole of the patella, without swelling or overlying skin changes. Which of the following is the most likely diagnosis?",A,0.0,144, A,0.0,144,C,1.0,144, C,1.0,144,D,0.0,144,D,0.0,144, A,0.0,144, B,0.0,144,D,0.0,144, A,0.0,144,D,0.0,144, B,0.0,144, A,0.0,144, A,0.0,144,A,0.0,144,D,0.0,144, B,0.0,144,A,0.0,144, A,0.0,144, D,0.0,144,D,0.0,144,D,0.0,144,C,1.0,144,D,0.0,144, D,0.0,144, C,1.0,144, B,0.0,144, D,0.0,144, A,0.0,144,C,1.0,144,0.3790490217894516,High
