,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
27,id21,______________ is a widespread app’s coding mistake made by developers which could be exploited by an attacker for gaining access or malfunctioning your system.,Memory leakageSALILSPLITCHECKBuffer-overrun (correct)SALILSPLITCHECKLess processing powerSALILSPLITCHECKInefficient programming,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,B,1.0, D,0.0, A,0.0,B,1.0,B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, A,0.0,0.3457459036417605,Low
51,id45,"Based on the paper “SoK: SSL and HTTPS: Revisiting past challenges and evaluating certificates trust model enhancements”, which of the following statements are false?",Valid DV certificates provide more confidence to a user that she is connecting to the intended party than valid EV certificates. (correct)SALILSPLITCHECKOCSP stapling allows a server to prove to a browser that its certificate hasn’t been revoked.SALILSPLITCHECKDANE makes it difficult for an adversary to launch a SSL stripping attack.SALILSPLITCHECKServer key-pinning makes it harder for an adversary to convince a CA to mint a certificate for a site and launch an MITM attack on that site.,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, D,0.0, D,0.0,C,0.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, D,0.0,A,1.0, A,1.0, A,1.0, A,1.0,0.34574590364176055,Low
40,id34,How do you prevent SQL injection?,Escape queries (correct)SALILSPLITCHECKInterrupt requestsSALILSPLITCHECKMerge tablesSALILSPLITCHECKAll of the above,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, D,0.0, D,0.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, D,0.0, A,1.0, D,0.0,0.3790490217894516,Low
50,id44,Suppose you want to use fuzzing on a program to try to find memory errors; which of the following statements is true?,"You should not use a grammar-based fuzzer, because its adherence to the grammar means it will not find memory errorsSALILSPLITCHECKCompiling the program with address sanitizer (ASAN) will make errors harder to reproduceSALILSPLITCHECKCompiling the program with address sanitizer (ASAN) will make the source of a memory error easier to find (correct)SALILSPLITCHECKFuzzing doesn't find memory errors, it finds crashes and hangs",C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, D,0.0,C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, D,0.0,0.3790490217894516,Low
58,id51,"When does a buffer overflow occur, generally speaking?","when writing to a pointer that has been freedSALILSPLITCHECKwhen copying a buffer from the stack to the heapSALILSPLITCHECKwhen a pointer is used to access memory not allocated to it (correct)SALILSPLITCHECKwhen the program notices a buffer has filled up, and so starts to reject requests",C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, C,1.0, C,1.0,B,0.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,0.3790490217894516,Low
36,id30,Which of the following is not a security exploit?,EavesdroppingSALILSPLITCHECKCross-site scriptingSALILSPLITCHECKAuthentication (correct)SALILSPLITCHECKSQL Injection,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, A,0.0, C,1.0,C,1.0, C,1.0, C,1.0,A,0.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, E,0.0,0.3790490217894516,Low
7,id106,The message must be encrypted at the sender site and decrypted at the,Sender SiteSALILSPLITCHECKSiteSALILSPLITCHECKReceiver site (correct)SALILSPLITCHECKConferencing,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,A,0.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, B,0.0,0.3790490217894516,Low
4,id103,The stack is memory for storing,Local variables (correct)SALILSPLITCHECKProgram codeSALILSPLITCHECKDynamically linked librariesSALILSPLITCHECKGlobal variables,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, B,0.0, D,0.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, D,0.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, B,0.0,A,1.0, A,1.0, A,1.0, C,0.0,0.3790490217894516,Low
90,id80,What is a replay attack?,"When the attacker replies to a message sent to it by the systemSALILSPLITCHECKAn attack that continuously repeats, probing for a weaknessSALILSPLITCHECKAn attack that uses the system's own messages and so cannot be defended againstSALILSPLITCHECKThe attacker resends a captured message, and the site accept its and responds in the attacker's favor (correct)",D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, D,1.0, D,1.0,D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, A,0.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,C,0.0, B,0.0, D,1.0, C,0.0,0.3790490217894517,Low
109,id98,"Let suppose a search box of an application can take at most 200 words, and you’ve inserted more than that and pressed the search button; the system crashes. Usually this is because of limited __________",buffer (correct)SALILSPLITCHECKexternal storageSALILSPLITCHECKprocessing powerSALILSPLITCHECKlocal storage,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0, C,0.0,0.3790490217894517,Low
110,id99,___________________ began to show up few years back on wireless access points as a new way of adding or connecting new devices.,WPA2SALILSPLITCHECKWPASALILSPLITCHECKWPS (correct)SALILSPLITCHECKWEP,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, A,0.0, C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, D,0.0,0.3790490217894517,Low
16,id114,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",IM – TrojansSALILSPLITCHECKBackdoor TrojansSALILSPLITCHECKSMS Trojan (correct)SALILSPLITCHECKRansom Trojan,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, B,0.0,0.3790490217894517,Low
33,id27,"Let HH be a Merkle-Damgard hash function is H:X^{\leq L} \to TH:X^≤L  →T. Construct a MAC from this HH as follows: \ \ S(k,m) = H(k \| m)  S(k,m)=H(k∥m). This mac is insecure because:",Given H(k \| m)H(k∥m) anyone can compute H(w \| k \| m \| \text{PB})H(w∥k∥m∥PB) for any wwSALILSPLITCHECKGiven H(k \| m)H(k∥m) anyone can compute H(k \| m \| w)H(k∥m∥w) for any wwSALILSPLITCHECKGiven H(k \| m)H(k∥m) anyone can compute H(k \| m \| \text{PB} \| w)H(k∥m∥PB∥w) for any ww (correct)SALILSPLITCHECKAnyone can compute H( k \| m )H(k∥m) for any mm,B,0.0,B,0.0,A,0.0,B,0.0, A,0.0, C,1.0, A,0.0,A,0.0, B,0.0, A,0.0,A,0.0, C,1.0, A,0.0,B,0.0,B,0.0,A,0.0, C,1.0, A,0.0,A,0.0,B,0.0,C,1.0,A,0.0, B,0.0, B,0.0, B,0.0, B,0.0,A,0.0, B,0.0, C,1.0, D,0.0,0.3790490217894517,Low
41,id35,"What does it mean to ""be stealthy"" during a penetration test?","Performing the tests from an undisclosed locationSALILSPLITCHECKUsing encryption during tests to make the source of attacks impossible to determineSALILSPLITCHECKPerforming penetration testing without the target organization knowingSALILSPLITCHECKTaking care to avoid activities during a penetration test that might attract attention, e.g., by operators or IDS services (correct)",D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, C,0.0,D,1.0, D,1.0, D,1.0,D,1.0, B,0.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, B,0.0, D,1.0, A,0.0,0.3790490217894517,Low
45,id39,Public key encryption is advantageous over Symmetric key Cryptography because of,SpeedSALILSPLITCHECKSpaceSALILSPLITCHECKKey exchange (correct)SALILSPLITCHECKKey length,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, D,0.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, D,0.0,0.3790490217894517,Low
73,id65,Buffer-overflow may remain as a bug in apps if __________ are not done fully.,boundary hacksSALILSPLITCHECKmemory checksSALILSPLITCHECKboundary checks (correct)SALILSPLITCHECKbuffer checks,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0,B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,D,0.0, A,0.0, C,1.0, D,0.0,0.4068381021724863,Low
14,id112,The four Primary Security Principles related to messages are,"Confidentiality, Integrity, Non repudiation and Authentication (correct)SALILSPLITCHECKConfidentiality, Access Control, Integrity, Non repudiationSALILSPLITCHECKAuthentication, Authorization, Availability, IntegritySALILSPLITCHECKAvailability, Authorization, Confidentiality, Integrity",A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0,A,1.0, A,1.0, A,1.0,C,0.0,A,1.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,C,0.0,A,1.0, A,1.0, A,1.0, A,1.0, D,0.0,A,1.0, A,1.0, A,1.0, B,0.0,0.4068381021724863,Low
65,id58,Message authentication is a service beyond,Message CondentialitySALILSPLITCHECKMessage Integrity (correct)SALILSPLITCHECKMessage SplashingSALILSPLITCHECKMessage Sending,B,1.0,B,1.0,B,1.0,B,1.0, C,0.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0, A,0.0, A,0.0,0.4068381021724863,Low
103,id92,"Based on the paper “Click Trajectories: End-to-End Analysis of the Spam Value Chain”, which of the following statements are true? “Spammers” here refer to operators of various parts of the “spam value chain.”",Spammers run their spam-advertised web sites on compromised user machines that are part of a botnet.SALILSPLITCHECKSpammers need to register domain names in order for their spam-based advertisements to be effective.SALILSPLITCHECKThere is a high cost for spammers to switch acquiring banks.SALILSPLITCHECKB and C (correct),D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, D,1.0, D,1.0,D,1.0, B,0.0, D,1.0,D,1.0,D,1.0,B,0.0, D,1.0, A,0.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, B,0.0, D,1.0, B,0.0,0.4068381021724863,Low
44,id38,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?
1. RS and KM
2. RS and MR","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",A,0.0,C,0.0,A,0.0,C,0.0, D,1.0, D,1.0, C,0.0,C,0.0, C,0.0, C,0.0,A,0.0, D,1.0, C,0.0,A,0.0,B,0.0,C,0.0, C,0.0, D,1.0,C,0.0,C,0.0,C,0.0,B,0.0, B,0.0, D,1.0, D,1.0, C,0.0,C,0.0, A,0.0, C,0.0, C,0.0,0.4068381021724863,Low
15,id113,What was the first buffer overflow attack?,Love BugSALILSPLITCHECKSQL SlammerSALILSPLITCHECKMorris Worm (correct)SALILSPLITCHECKCode Red,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0,A,0.0, D,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, B,0.0,0.4068381021724863,Low
60,id53,A packet filter firewall filters at the,Application or transportSALILSPLITCHECKData link layerSALILSPLITCHECKPhysical LayerSALILSPLITCHECKNetwork or transport layer (correct),D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, D,1.0, D,1.0,A,0.0, B,0.0, D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, B,0.0,D,1.0, C,0.0, D,1.0, B,0.0,0.4068381021724863,Low
96,id86,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?
1. CR and MR
2. CR","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0,C,0.0,A,1.0,C,0.0, D,0.0, D,0.0, C,0.0,C,0.0, C,0.0, C,0.0,A,1.0, A,1.0, C,0.0,A,1.0,C,0.0,C,0.0, A,1.0, D,0.0,C,0.0,C,0.0,C,0.0,C,0.0, C,0.0, C,0.0, C,0.0, C,0.0,C,0.0, A,1.0, C,0.0, B,0.0,0.4301830671520761,Low
87,id78,"Let F: K \times R \to MF:K×R→M be a secure PRF. For m \in Mm∈M define E(k,m) = \big[ r \gets R,\ \text{output } \big(r,\ F(k,r) \oplus m\big)\ \big]E(k,m)=[r←R, output (r, F(k,r)⊕m) ] Is EE symantically secure under CPA?","Yes, whenever F is a secure PRFSALILSPLITCHECKNo, there is always a CPA attack on this systemSALILSPLITCHECKYes, but only if R is large enough so r never repeats (w.h.p) (correct)SALILSPLITCHECKIt depends on what F is used",C,1.0,B,0.0,A,0.0,A,0.0, A,0.0, C,1.0, B,0.0,A,0.0, A,0.0, B,0.0,B,0.0, C,1.0, A,0.0,C,1.0,A,0.0,A,0.0, C,1.0, A,0.0,A,0.0,B,0.0,A,0.0,A,0.0, A,0.0, C,1.0, C,1.0, A,0.0,B,0.0, A,0.0, A,0.0, B,0.0,0.43018306715207627,Low
21,id15,___________ is a process of wireless traffic analysis that may be helpful for forensic investigations or during troubleshooting any wireless issue.,Wireless Traffic Sniffing (correct)SALILSPLITCHECKWiFi Traffic SniffingSALILSPLITCHECKWireless Traffic CheckingSALILSPLITCHECKWireless Transmission Sniffing,A,1.0,A,1.0,B,0.0,A,1.0, A,1.0, B,0.0, A,1.0,B,0.0, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0,A,1.0,A,1.0,A,1.0, D,0.0, A,1.0,A,1.0,B,0.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0, B,0.0,0.43018306715207627,Low
52,id46,What tool can be used to perform SNMP enumeration?,DNSlookupSALILSPLITCHECKWhoisSALILSPLITCHECKNslookupSALILSPLITCHECKIP Network Browser (correct),D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, C,0.0, D,1.0,D,1.0, D,1.0, D,1.0,A,0.0, C,0.0, D,1.0,D,1.0,D,1.0,C,0.0, A,0.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, C,0.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, C,0.0,0.43018306715207627,Low
102,id91,Which Nmap scan is does not completely open a TCP connection?,SYN stealth scan (correct)SALILSPLITCHECKTCP connectSALILSPLITCHECKXMAS tree scanSALILSPLITCHECKACK scan,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, B,0.0, B,0.0,C,0.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0,D,0.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,D,0.0, B,0.0, A,1.0, B,0.0,0.4301830671520764,Low
59,id52,A digital signature needs a,Private-key systemSALILSPLITCHECKShared-key systemSALILSPLITCHECKPublic-key system (correct)SALILSPLITCHECKAll of them,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, A,0.0, A,0.0, C,1.0,C,1.0, A,0.0, C,1.0, A,0.0,0.4301830671520764,Low
88,id79,Old operating systems like _______ and NT-based systems have buffer-overflow attack a common vulnerability.,Windows 7SALILSPLITCHECKChromeSALILSPLITCHECKIOS12SALILSPLITCHECKUNIX (correct),D,1.0,D,1.0,A,0.0,D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0, D,1.0,B,0.0, B,0.0, D,1.0,D,1.0,A,0.0,D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,A,0.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, A,0.0, D,1.0, C,0.0,0.4301830671520764,Low
34,id28,"Suppose that Alice and Bob sent confidential text messages to one another last month through an encrypted messaging system. Alice and Bob are worried that an adversary might compromise one of their computers today, while they are taking the 6.858 final exam, and would then be able to decrypt those messages. Which of the following security properties can address Alice and Bob’s concern?",Authentication.SALILSPLITCHECKDeniability.SALILSPLITCHECKForward secrecy (correct)SALILSPLITCHECKBackward secrecy.,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,D,0.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, D,0.0, C,1.0,C,1.0, B,0.0, C,1.0, D,0.0,0.4301830671520764,Low
49,id43,To verify a digital signature we need the,Sender’s Private keySALILSPLITCHECKSender’s Public key (correct)SALILSPLITCHECKReceiver’s Private keySALILSPLITCHECKReceiver’s Public key,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,B,1.0, C,0.0, B,1.0,B,1.0,B,1.0,B,1.0, C,0.0, B,1.0,B,1.0,B,1.0,B,1.0,D,0.0, B,1.0, D,0.0, D,0.0, D,0.0,B,1.0, B,1.0, B,1.0, D,0.0,0.4301830671520764,Low
99,id89,A session symmetric key between two parties is used,Only once (correct)SALILSPLITCHECKTwiceSALILSPLITCHECKMultiple timesSALILSPLITCHECKConditions dependant,C,0.0,C,0.0,C,0.0,A,1.0, A,1.0, B,0.0, C,0.0,C,0.0, A,1.0, C,0.0,C,0.0, C,0.0, A,1.0,C,0.0,A,1.0,C,0.0, D,0.0, C,0.0,C,0.0,C,0.0,C,0.0,A,1.0, C,0.0, A,1.0, A,1.0, C,0.0,C,0.0, B,0.0, C,0.0, D,0.0,0.4497764451088036,Low
13,id111,Why would a ping sweep be used?,To identify live systems (correct)SALILSPLITCHECKTo locate live systemsSALILSPLITCHECKTo identify open portsSALILSPLITCHECKTo locate firewalls,A,1.0,B,0.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0, A,1.0,A,1.0,B,0.0,A,1.0,A,1.0, A,1.0, B,0.0, B,0.0, A,1.0,A,1.0, B,0.0, A,1.0, C,0.0,0.44977644510880366,Low
19,id13,Statement 1| U2F is a stronger second factor than sending an SMS code to a user’s smartphone. Statement 2| An attacker that knows a user’s password can easily guess the U2F key to access the user’s account.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0,C,1.0, C,1.0, C,1.0,A,0.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0, C,1.0, C,1.0,C,1.0, A,0.0, C,1.0, B,0.0,0.4497764451088037,Low
9,id108,How is IP address spoofing detected?,Installing and configuring a IDS that can read the IP headerSALILSPLITCHECKComparing the TTL values of the actual and spoofed addresses (correct)SALILSPLITCHECKImplementing a firewall to the networkSALILSPLITCHECKIdentify all TCP sessions that are initiated but does not complete successfully,B,1.0,B,1.0,A,0.0,A,0.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,A,0.0, A,0.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0,B,1.0,B,1.0,A,0.0,A,0.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0, B,1.0, C,0.0,0.4497764451088037,Low
38,id32,In MD-5 the length of the message digest is,160SALILSPLITCHECK128 (correct)SALILSPLITCHECK64SALILSPLITCHECK54,B,1.0,B,1.0,B,1.0,B,1.0, A,0.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,A,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, C,0.0, B,1.0,A,0.0,B,1.0,A,0.0,A,0.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0, B,1.0, D,0.0,0.4497764451088037,Low
22,id16,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,GenerationalSALILSPLITCHECKBlackboxSALILSPLITCHECKWhitebox (correct)SALILSPLITCHECKMutation-based,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, D,0.0,C,1.0, C,1.0, C,1.0,A,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0,C,1.0,C,1.0,A,0.0,C,1.0, D,0.0, C,1.0, C,1.0, C,1.0,D,0.0, A,0.0, C,1.0, B,0.0,0.46609159969939895,Low
77,id69,The sub key length at each round of DES is__________,32SALILSPLITCHECK56 (correct)SALILSPLITCHECK48SALILSPLITCHECK64,C,0.0,C,0.0,B,1.0,C,0.0, C,0.0, A,0.0, B,1.0,B,1.0, B,1.0, B,1.0,B,1.0, C,0.0, C,0.0,C,0.0,C,0.0,C,0.0, D,0.0, B,1.0,C,0.0,C,0.0,B,1.0,C,0.0, B,1.0, C,0.0, C,0.0, D,0.0,C,0.0, C,0.0, C,0.0, D,0.0,0.46609159969939895,Low
79,id70,Which of the following is true of mutation-based fuzzing?,"It generates each different input by modifying a prior input (correct)SALILSPLITCHECKIt works by making small mutations to the target program to induce faultsSALILSPLITCHECKEach input is mutation that follows a given grammarSALILSPLITCHECKIt only makes sense for file-based fuzzing, not network-based fuzzing",A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, B,0.0, B,0.0,A,1.0, B,0.0, A,1.0,B,0.0, D,0.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, B,0.0, A,1.0, A,1.0, B,0.0,B,0.0, A,1.0, A,1.0, A,1.0,0.46609159969939895,Low
89,id8,"Suppose we define h(H, m) = E(m, H)h(H,m)=E(m,H). Then the resulting h(\cdot,\cdot)h(⋅,⋅) is not collision resistant: to build a collision (H,m)(H,m) and (H’,m’)(H’,m’) choose random (H,m,m’)(H,m,m’) and construct H’H’ as follows:","H’=D(m’, E(m,H)) (correct)SALILSPLITCHECKH’=E(m’,D(m,H))SALILSPLITCHECKH’=E(m’,E(m,H))SALILSPLITCHECKH’=D(m’,D(m,H))",C,0.0,B,0.0,A,1.0,A,1.0, B,0.0, D,0.0, C,0.0,C,0.0, B,0.0, A,1.0,C,0.0, B,0.0, C,0.0,A,1.0,A,1.0,C,0.0, B,0.0, D,0.0,C,0.0,B,0.0,C,0.0,A,1.0, A,1.0, A,1.0, A,1.0, C,0.0,C,0.0, B,0.0, C,0.0, D,0.0,0.46609159969939895,Low
48,id42,What does EXE do when the STP solver times out on a constraint query for a particular path?,"Assume that the query is satisfiable and continue executing the path.SALILSPLITCHECKAssume that the query is not satisfiable and stop executing the path (correct)SALILSPLITCHECKRestart STP and retry the query, up to a limited number of retries.SALILSPLITCHECKRemove a subset of the constraints and retry the query.",C,0.0,B,1.0,A,0.0,B,1.0, B,1.0, D,0.0, C,0.0,C,0.0, B,1.0, B,1.0,C,0.0, C,0.0, C,0.0,A,0.0,A,0.0,C,0.0, B,1.0, C,0.0,D,0.0,B,1.0,C,0.0,C,0.0, A,0.0, C,0.0, C,0.0, C,0.0,C,0.0, B,1.0, B,1.0, A,0.0,0.46609159969939895,Low
